Age,Occupation,Risk Tolerance,Investment Goals,Income Level,Account Balance,Deposits,Withdrawals,Transfers,International Transfers,Investments,Loan Amount,Employment Status,Loan Term (Months),Loan Status,Net Savings,Loan to Income Ratio,Investment Ratio
65,Lawyer,Low,Growth,68877.87,54078.53,17620.61,10913.45,4235.78,854.62,8107.91,20403.03,Unemployed,60,rejected,6707.16,0.377278242,0.149925674
25,Doctor,High,Speculation,99581.61,37198.7,17407.18,2147.76,5054.97,491.96,12377.01,50000,Unemployed,36,rejected,15259.42,1.344096861,0.332718006
22,Teacher,Low,Wealth preservation,74119.6,100000,10126.44,7992.09,16091.3,3854.02,19010.99,29122.36,Employed,48,pending,2134.35,0.291220688,0.190107999
59,Artist,Medium,Speculation,64333.84,100000,41854.19,14157.69,8337.46,887.54,10787.64,50000,Retired,12,rejected,27696.5,0.499995,0.107875321
24,Student,High,Growth,27626.77,44378.75,8117.56,3870.95,4624.35,1208.52,10731.99,15062.84,Retired,36,approved,4246.61,0.339407951,0.241821777
41,Artist,Low,Speculation,54893.83,6313.93,2427.79,1390.89,1048.7,31.64,810.24,50000,Self-employed,48,rejected,1036.9,7.91774414,0.12830546
36,Artist,High,Speculation,85984.53,23316.39,9562.78,5320.58,1923.6,540.25,7606.08,50000,Self-employed,48,pending,4242.2,2.144322328,0.326197743
31,Student,High,Growth,77901.66,58426.78,11423.58,13610.77,6426.13,1852.6,21312.86,50000,Employed,36,rejected,-2187.19,0.855757313,0.364772716
63,Teacher,Low,Income generation,42450.76,8485.91,2720.19,1963.45,1414.51,35.17,1666.07,10071.26,Employed,12,approved,756.74,1.186681607,0.196310554
51,Artist,Medium,Income generation,52300.91,41592.03,11395.47,2234.72,6711.16,1630.96,3332.08,9426.33,Self-employed,12,approved,9160.75,0.226632443,0.080111499
62,Lawyer,Low,Speculation,99929.46,100000,31924.66,15888.77,14472.47,1263.77,17888.57,50000,Self-employed,24,rejected,16035.89,0.499995,0.178883911
71,Lawyer,Medium,Speculation,92780.79,100000,34069.74,24812.18,10426.09,406.64,13723.37,45362.49,Self-employed,36,approved,9257.56,0.453620364,0.137232328
85,Engineer,High,Wealth preservation,86420.96,87508.49,9591.17,6200.6,8482.14,225.35,9125.05,50000,Retired,12,approved,3390.57,0.571366603,0.104274976
52,Engineer,Low,Growth,36300.49,4067.45,481.55,423.86,312.55,91.32,522.52,46830.02,Retired,24,pending,57.69,11.51053104,0.128432204
26,Teacher,Medium,Growth,66265.67,16084.53,7105.57,4698.65,2501.25,248.42,1798.11,50000,Self-employed,60,rejected,2406.92,3.108383746,0.111784318
44,Engineer,High,Income generation,62696.57,67081.78,26956.67,8835.01,12341.87,3202.08,22891.88,50000,Employed,60,rejected,18121.66,0.745347763,0.341248231
53,Artist,High,Income generation,46740.28,81793.72,39805.47,9507.88,15841.48,798.36,14726.66,29535.19,Unemployed,48,approved,30297.59,0.3610892,0.18004414
29,Teacher,Medium,Income generation,90018.84,100000,42533.8,18060.47,24983.25,5603.77,13993.8,50000,Employed,24,pending,24473.33,0.499995,0.139936601
33,Doctor,Low,Speculation,57499.4,97379.13,44167.83,28598.65,18055.53,2458.01,12446.37,50000,Unemployed,36,approved,15569.18,0.513451769,0.127812214
51,Lawyer,Low,Income generation,54240.27,95514.43,10242.83,16474.91,12380.4,3704.57,10806.76,50000,Unemployed,36,approved,-6232.08,0.523475631,0.11314151
81,Retiree,Low,Income generation,53868.92,45891.59,16768.58,8397.46,7226.42,485.11,2702.11,24637.63,Unemployed,36,approved,8371.12,0.536854207,0.058879004
30,Retiree,Low,Speculation,52456.01,43047.98,20225.08,6939.57,3463.87,556.31,7377.46,50000,Unemployed,24,approved,13285.51,1.161467705,0.171373631
29,Artist,Low,Speculation,101207.25,100000,15898.19,9251.88,5463.53,1464.38,10918.84,50000,Retired,12,pending,6646.31,0.499995,0.109187308
28,Doctor,Low,Wealth preservation,97734.97,100000,24166.33,10495.48,8125.24,1933.71,19168.09,29892.95,Self-employed,60,approved,13670.85,0.298926511,0.191678983
30,Retiree,Low,Speculation,49272.16,75032.46,19205.18,13330.27,11988.17,1707.68,8442.64,50000,Retired,60,rejected,5874.91,0.666369377,0.112518335
55,Teacher,High,Growth,84053.11,100000,44943.54,29056.77,20407.14,384.02,18311.93,50000,Retired,48,pending,15886.77,0.499995,0.183117469
57,Student,Low,Growth,80373.51,100000,31405.75,9000.19,12227.03,406.69,9361.26,50000,Retired,24,approved,22405.56,0.499995,0.093611664
48,Teacher,Medium,Wealth preservation,92273.44,84888.07,37522.06,13570.95,18011.67,4658.86,13592.75,10779.08,Self-employed,24,approved,23951.11,0.12697842,0.160123677
20,Engineer,High,Wealth preservation,18130.78,13570.17,3146.42,2040.33,1922.92,385.69,1741.26,11086.88,Self-employed,24,rejected,1106.09,0.816943565,0.128305813
34,Retiree,Low,Wealth preservation,114562.45,24830.46,11341.21,4266.79,1390.6,113.79,4319.82,50000,Employed,36,rejected,7074.42,2.013574715,0.173965607
23,Teacher,Low,Speculation,82162.26,76308.44,15891.87,13795.61,9056.91,1714.54,14117.87,35524.74,Employed,60,approved,2096.26,0.465535326,0.185008172
61,Teacher,Medium,Growth,91396.72,32020.92,5007.22,8319.53,2005.84,190.92,6190.78,27870.19,Employed,48,approved,-3312.31,0.87034725,0.193329444
30,Doctor,Medium,Growth,54090.88,84682.35,14034.97,19172.5,16872.08,1703.8,14455.01,50000,Unemployed,60,rejected,-5137.53,0.590434838,0.17069483
69,Engineer,High,Growth,41763.21,69909.81,27624.23,7407.18,10510.21,1701.8,21478.29,5000,Unemployed,60,approved,20217.05,0.071519698,0.307224162
77,Engineer,High,Income generation,50073.38,44054.06,5020.23,13169.38,8277.39,1828.83,10375.61,36476.44,Unemployed,36,approved,-8149.15,0.827973904,0.235514604
34,Lawyer,Low,Income generation,89334.45,14691.69,6580.51,2508.08,1830.38,432.42,2041.23,50000,Unemployed,60,approved,4072.43,3.403052811,0.13892827
43,Student,High,Wealth preservation,43398.06,52816.76,21518.5,10171.31,6677.25,1012.04,6721.66,50000,Self-employed,48,rejected,11347.19,0.946651278,0.127261361
40,Lawyer,Low,Wealth preservation,54768.68,55131.72,23676.39,13407.85,3394.88,65.33,4279.85,50000,Self-employed,12,rejected,10268.54,0.906902471,0.077628131
39,Lawyer,Medium,Speculation,54037.44,16243.22,6732.41,4176,1894.89,451.07,2113.38,31366.05,Unemployed,12,approved,2556.41,1.93090527,0.13010043
33,Doctor,High,Growth,89949.67,100000,22807.05,14153.43,14732.56,1674.2,5172.36,50000,Retired,24,approved,8653.62,0.499995,0.051723083
18,Retiree,Medium,Speculation,111301.56,100000,12175.97,18497.98,15498.03,3341.12,18204.52,50000,Unemployed,60,pending,-6322.01,0.499995,0.18204338
68,Doctor,Low,Income generation,60805.5,20005.34,8853.95,3632.27,3644.23,594.66,2228.9,50000,Employed,36,approved,5221.68,2.499207751,0.111409683
48,Artist,Low,Speculation,70259.19,79956.79,29010.89,10968.71,9874.47,698.68,11671.05,50000,Unemployed,60,approved,18042.18,0.62532994,0.14596514
25,Engineer,Medium,Speculation,59427.42,24019.98,9721.59,2495.93,2025.99,216.61,1369.46,50000,Employed,60,approved,7225.66,2.081513743,0.057010996
51,Teacher,Medium,Wealth preservation,66036.14,100000,22822.93,24868.89,23926.96,3827.74,6454.93,50000,Self-employed,24,rejected,-2045.96,0.499995,0.064548655
37,Lawyer,Low,Growth,62006.93,100000,14692.49,13598.12,9493.95,672.66,18270.61,40068.48,Retired,48,approved,1094.37,0.400680793,0.182704273
33,Engineer,Low,Speculation,84133.84,78485.65,16209.83,5700.23,18663.93,364.99,15423.49,50000,Unemployed,60,pending,10509.6,0.637051014,0.196510999
83,Teacher,Medium,Wealth preservation,86651.44,16449.77,6821.62,2259.97,2238.03,295.45,1298.36,40130.99,Employed,60,pending,4561.65,2.439459673,0.078923965
33,Student,Medium,Speculation,99696.56,100000,47807.11,11029.95,15759.57,1748.57,7801.15,50000,Retired,12,pending,36777.16,0.499995,0.07801072
69,Engineer,Low,Speculation,76453.9,100000,12534.45,29350.74,21471.92,141.2,15557.02,16626.7,Retired,36,approved,-16816.29,0.166265337,0.155568644
34,Engineer,High,Growth,29573.14,51136.2,5878.01,9179.08,12427.62,2848.26,3098.32,36630.58,Unemployed,12,approved,-3301.07,0.716319626,0.060588378
71,Artist,Medium,Speculation,69820.02,81316.82,30985.01,7841.4,7108.81,1608.21,8062.47,31063.83,Retired,60,approved,23143.61,0.382005199,0.099147641
65,Retiree,Medium,Speculation,76995.72,77669.83,17567.56,4445.17,14506.73,1985.15,7850.07,24979.93,Self-employed,24,pending,13122.39,0.32161276,0.101068445
69,Lawyer,Medium,Wealth preservation,32770.28,56374.03,20695.96,13056.66,5318.72,955.61,6552.61,47150.41,Employed,24,pending,7639.3,0.836370464,0.116232488
67,Retiree,Medium,Growth,66984.07,34089.95,4939.46,5265.38,6155.54,1695.4,3084.42,50000,Unemployed,60,pending,-325.92,1.466664907,0.090476211
23,Doctor,Low,Speculation,69731.48,19767.27,9594.99,2302.7,3096.87,50.88,2472.58,50000,Unemployed,36,approved,7292.29,2.529305802,0.125078219
52,Doctor,High,Growth,93497.68,47790.69,13094.35,4491.19,3282.73,875.28,5965.67,50000,Self-employed,60,rejected,8603.16,1.046206987,0.124826513
53,Retiree,High,Income generation,74195.96,44631.75,18081.12,4880.16,5933.93,1114.06,3720.38,16091.67,Unemployed,48,approved,13200.96,0.360535033,0.083355384
53,Teacher,Low,Wealth preservation,53407.68,20614.81,9079.88,5984.49,4968.61,442.38,1982.96,38654.41,Employed,48,rejected,3095.39,1.874988662,0.096186373
21,Artist,Medium,Speculation,64509.24,100000,36399.79,13312.97,12796.51,3533.66,19253.69,50000,Retired,12,pending,23086.82,0.499995,0.192534975
48,Lawyer,High,Growth,78307.28,100000,32827.32,25931.09,23983.63,5250.24,8603.87,50000,Self-employed,48,pending,6896.23,0.499995,0.08603784
27,Artist,High,Wealth preservation,102947.93,32010.07,6995.5,9010.45,7389.16,1394.77,9664.86,50000,Employed,12,approved,-2014.95,1.56195966,0.301922429
83,Artist,Low,Income generation,78743.82,37232.52,15588.91,4572.26,6064.6,757.09,6535.26,33952.08,Retired,36,approved,11016.65,0.91186866,0.175520875
50,Teacher,High,Growth,60837.44,22600.85,10111.02,1649.46,2432.98,291.67,7053.35,21897.85,Unemployed,48,pending,8461.56,0.968852107,0.312069587
32,Engineer,Low,Growth,85508.28,100000,27078.11,14378.1,12943.91,1735.83,11648.31,50000,Unemployed,12,pending,12700.01,0.499995,0.116481935
63,Lawyer,Low,Growth,86777.69,100000,39799.68,28663.65,11470.41,1508.71,16602.6,50000,Self-employed,24,approved,11136.03,0.499995,0.16602434
71,Engineer,Medium,Income generation,53022.55,25570.58,4233.53,3246.73,2168.87,428.2,1278.72,50000,Employed,48,approved,986.8,1.955295684,0.050005514
53,Student,High,Growth,126300.63,100000,48873.35,19351.65,24662.36,1543.52,22459.88,15800.11,Employed,48,rejected,29521.7,0.15799952,0.224596554
40,Lawyer,Low,Income generation,122274.95,100000,27718.53,5545.14,24381.49,14.17,9921.51,50000,Self-employed,24,pending,22173.39,0.499995,0.099214108
59,Artist,Medium,Income generation,51524.99,93030.28,40916.88,9941.89,9868.32,2118,6491.59,47826.88,Self-employed,36,approved,30974.99,0.514094614,0.069778573
20,Teacher,Medium,Income generation,42667.54,59836.93,10144.25,10792.13,13599.75,261.25,9001.08,50000,Self-employed,12,approved,-647.88,0.835590402,0.150424321
37,Lawyer,High,Growth,43213.74,15981.77,2589.82,2996.72,3597.98,656.93,2310.34,50000,Retired,60,pending,-406.9,3.128368862,0.144551914
22,Doctor,Low,Wealth preservation,62980.21,18960.34,8742.91,3572.66,3231.79,555.36,1329.9,50000,Retired,24,rejected,5170.25,2.636944435,0.070137448
18,Retiree,High,Income generation,39817.76,52008.13,25798.51,8512.43,3626.24,133.55,5179.54,50000,Employed,12,approved,17286.08,0.961369667,0.099589053
24,Artist,Medium,Income generation,18871.89,9600.88,1800.54,967.52,1869.48,180.72,905.89,22714.2,Employed,36,pending,833.02,2.365599237,0.094345066
63,Engineer,High,Wealth preservation,81050.21,36143.52,9920.59,7847.65,5154.07,1370.45,3150.99,50000,Retired,60,rejected,2072.94,1.383335565,0.087177531
20,Engineer,High,Growth,22144.61,2953.94,847.12,807.51,641.32,58.63,592.78,23017.53,Self-employed,60,approved,39.61,7.789508416,0.200606442
78,Lawyer,Medium,Income generation,109641.81,47613.12,6513.95,7856.65,7901.1,200.49,8991.43,50000,Retired,12,rejected,-1342.7,1.050108665,0.188839571
80,Doctor,Medium,Income generation,65580.64,40092.19,17932.06,4490.12,9838.18,2475.04,7767.11,50000,Self-employed,36,pending,13441.94,1.247094581,0.193726416
85,Teacher,Medium,Growth,59196.39,54570.13,11677.45,3572.53,10908.23,431.38,7108.37,50000,Unemployed,24,pending,8104.92,0.916235379,0.130258802
47,Engineer,High,Income generation,56175.12,49822.14,19666.99,10269.65,2926.75,453.18,11597.69,50000,Employed,60,approved,9397.34,1.003549756,0.232777179
61,Lawyer,Low,Income generation,81777.65,15669.54,3816.44,798.86,1251.59,370.59,1360.05,50000,Self-employed,48,rejected,3017.58,3.190700512,0.086790245
60,Student,Low,Growth,150633.27,16820.3,8143.04,2003.28,3316.89,702.42,2051.23,17316.71,Employed,60,approved,6139.76,1.02945135,0.121942418
83,Teacher,Low,Growth,55726.21,42447.92,9817.12,2961.4,4037.94,184.61,2999.15,42377.37,Self-employed,36,pending,6855.72,0.998314445,0.070653152
60,Artist,Low,Growth,79013.71,81859.51,13374.09,13757.88,11460.23,1465.19,8206.28,50000,Unemployed,60,approved,-383.79,0.61079512,0.100247115
48,Student,Low,Income generation,47212.53,35273.06,11290.73,4090.47,6151.53,394.99,1900.75,45837.06,Employed,48,approved,7200.26,1.29945518,0.053885206
29,Doctor,Low,Wealth preservation,82039.2,100000,39883.84,17340.37,19640.37,1152.6,12887.06,50000,Self-employed,12,rejected,22543.47,0.499995,0.128869311
22,Teacher,High,Speculation,91676.22,25582.89,2915.59,1708.38,2824.67,290.06,8661.39,50000,Self-employed,48,approved,1207.21,1.954354869,0.338548594
20,Retiree,Medium,Wealth preservation,82038.06,100000,37537.05,23349.37,14721.22,927.04,7644.59,50000,Unemployed,60,rejected,14187.68,0.499995,0.076445136
70,Teacher,High,Speculation,35594.95,39234.86,18835.07,10436.67,5544.8,1059.69,3596.54,31210.73,Self-employed,36,pending,8398.4,0.795464404,0.091664615
73,Teacher,Low,Growth,47424.34,13200.94,3809.26,2017.71,2003.04,199.69,835.84,20811.23,Employed,48,approved,1791.55,1.576376654,0.063311907
42,Doctor,High,Growth,99717.65,100000,23652.94,24481.68,8502.44,1018.64,11049.22,50000,Employed,48,pending,-828.74,0.499995,0.110491095
33,Engineer,Medium,Wealth preservation,100595.17,100000,15499.19,24728.72,7838.33,1196.01,17836.14,50000,Unemployed,24,rejected,-9229.53,0.499995,0.178359616
85,Doctor,High,Income generation,77383.53,57596.36,15717.31,3788.49,12963.56,2401.62,10809.68,23591.84,Employed,48,pending,11928.82,0.409599329,0.187676657
79,Lawyer,Low,Growth,52000.99,27853.71,4513.39,1743.47,3258.57,471.35,5038.67,50000,Unemployed,12,approved,2769.92,1.795028561,0.180891131
80,Lawyer,High,Speculation,94207.02,100000,49597.79,6069.81,7721.3,1150.83,19763.88,50000,Self-employed,60,approved,43527.98,0.499995,0.197636824
75,Engineer,High,Wealth preservation,103077.24,100000,37244.44,24100.47,9518.09,1854.13,14964.34,50000,Unemployed,24,pending,13143.97,0.499995,0.149641904
35,Retiree,Medium,Speculation,105354.62,100000,44923.85,29957.17,12318.35,3147.69,17924.25,50000,Employed,48,approved,14966.68,0.499995,0.179240708
21,Engineer,Low,Wealth preservation,44901.89,32852.43,6043.83,8960.9,6831.08,2041.69,4415.32,50000,Unemployed,36,rejected,-2917.07,1.521911106,0.134394491
70,Retiree,Low,Speculation,48812.62,31160.48,4734.22,4515.81,5837.02,1372.79,1821.25,5950.89,Retired,24,approved,218.41,0.190969428,0.058445555
26,Doctor,High,Income generation,18249.96,18846.89,7244.93,3674.31,1555.72,225.65,4416.24,5000,Retired,12,pending,3570.62,0.265281684,0.234309517
61,Teacher,Low,Wealth preservation,96256.81,100000,49837.58,18790.15,12632.25,623.04,6752.08,17204.88,Retired,36,rejected,31047.43,0.17204708,0.067520125
61,Teacher,Medium,Growth,80830.15,81465.05,13924.12,6154.85,15320.04,4444.87,5807.7,50000,Retired,24,approved,7769.27,0.6137526,0.07128982
58,Artist,High,Wealth preservation,33530.73,17522.55,8047.54,3433.58,894.38,18.76,1383.96,34580.95,Unemployed,48,pending,4613.96,1.973398655,0.078977148
58,Artist,High,Speculation,54728.95,64402.37,10464.17,14066.55,4123.15,589.77,5108.02,50000,Retired,24,approved,-3602.38,0.776356889,0.07931293
23,Teacher,Medium,Income generation,30797.27,25431.58,5837.52,2260.68,3515.36,652.66,4978.68,12715.93,Self-employed,36,pending,3576.84,0.499985845,0.195759927
33,Student,High,Income generation,34586.49,49099.08,24056.83,14160.39,8568.88,264.01,16134.71,7721.81,Retired,36,approved,9896.44,0.15726675,0.32860863
57,Student,Medium,Speculation,47805.87,48769.44,13231.27,3196.81,10381.02,1437.33,4122.46,50000,Unemployed,36,approved,10034.46,1.025211173,0.084527841
47,Lawyer,Low,Income generation,96562.62,26735.62,2871.02,3399.45,1538.8,186.75,3520.23,50000,Self-employed,12,rejected,-528.43,1.870094275,0.131663239
52,Teacher,Low,Income generation,80645.61,72088.87,14861.72,17926.8,9523.29,1529.52,9454.21,10119.14,Self-employed,48,rejected,-3065.08,0.140368404,0.131144778
18,Teacher,Low,Speculation,36851.58,25169.31,5119.3,5665.33,2577.49,179.94,4925.6,14149.13,Unemployed,24,rejected,-546.03,0.562135707,0.195690875
35,Retiree,Medium,Wealth preservation,85633.28,88335.48,33219.26,25760.42,16551.8,587,16496.53,50000,Retired,12,pending,7458.84,0.566017573,0.186746517
52,Artist,High,Wealth preservation,24664.44,44836.22,17890.29,13086.04,9613.5,123.17,4440.53,28049.27,Self-employed,36,pending,4804.25,0.625580043,0.099036693
43,Engineer,High,Income generation,82304.12,71901.09,28464.97,5823.53,16986.57,2173.66,7800.26,50000,Employed,12,approved,22641.44,0.695390078,0.108484468
21,Doctor,High,Wealth preservation,82155.19,100000,36699.48,27691.12,23001.79,4713.89,18280.01,50000,Unemployed,60,approved,9008.36,0.499995,0.182798272
67,Engineer,Medium,Speculation,69229.42,9799.52,4520.77,663.75,1724.56,139.09,1797.49,7591.52,Unemployed,60,approved,3857.02,0.774603797,0.183407615
45,Lawyer,Medium,Wealth preservation,88659.7,91286.17,23326.58,14475.76,8823.52,2173.96,8172.9,50000,Unemployed,36,pending,8850.82,0.547722095,0.089529558
70,Engineer,Medium,Income generation,104165.95,72847.73,9598.61,15532.17,17997.01,4467.27,7730.13,50000,Employed,60,approved,-5933.56,0.686353763,0.106112076
62,Retiree,High,Wealth preservation,60699.21,54211.36,23583.02,14241.45,6214.13,1021.03,13598.01,50000,Employed,24,approved,9341.57,0.9222989,0.250828593
40,Lawyer,High,Wealth preservation,119754.91,85513.57,19610.45,11908.66,11705.45,1423.31,22811.51,50000,Retired,24,rejected,7701.79,0.584695684,0.266755829
35,Artist,Low,Wealth preservation,96135.75,82830.86,11239.29,23992.49,10851.73,2885.68,4538.6,50000,Retired,24,pending,-12753.2,0.603632467,0.054792926
19,Student,High,Growth,110962.98,35976.58,16844.1,7658.72,3741.41,500.36,3387.18,50000,Employed,60,approved,9185.38,1.389754397,0.094146966
65,Artist,High,Wealth preservation,38311.72,23279.53,5913.25,6297.17,5320.43,1135.97,8000.1,29097.71,Unemployed,12,pending,-383.92,1.249873177,0.343639084
38,Lawyer,Low,Wealth preservation,138654.82,20305.48,4838.2,5685.38,3815.04,893.58,3260.23,23806.09,Self-employed,12,pending,-847.18,1.172339568,0.160551213
63,Lawyer,High,Growth,84821.11,28038.2,11605.83,6228.86,4195.94,380.12,2080.95,50000,Self-employed,60,rejected,5376.97,1.783217781,0.074215741
42,Lawyer,Low,Growth,58129.19,34018.91,5986.27,8989.78,2945.81,544.28,5686.21,42618.98,Employed,48,rejected,-3003.51,1.252765807,0.167143593
31,Artist,Medium,Speculation,133139.35,100000,48173.75,20999.78,20438.69,1186.51,14127.71,50000,Unemployed,48,rejected,27173.97,0.499995,0.141275687
67,Engineer,Low,Income generation,44605.81,35867.72,15102.1,6191.32,7724.58,1620.12,5733.48,18541.93,Employed,36,approved,8910.78,0.516938714,0.159846239
36,Lawyer,High,Growth,65297.83,81410.49,17160.41,15699.73,14957.69,6.48,29095.82,50000,Retired,36,approved,1460.68,0.614163922,0.357392059
20,Doctor,High,Income generation,41740.1,43468.22,21078.76,9996.84,9957.1,267.24,13507.67,17485.85,Self-employed,36,approved,11081.92,0.402258196,0.310741025
75,Artist,High,Speculation,121009.88,63548.36,18446.51,5387.2,6197.8,1465.21,24843.07,50000,Retired,36,approved,13059.31,0.786789985,0.390925573
40,Artist,High,Wealth preservation,53751.26,12660.26,1807.03,1931.41,982.9,287.35,4615.72,37602.66,Retired,60,approved,-124.38,2.96989873,0.364554555
72,Engineer,High,Wealth preservation,74368.72,60961.54,15379.25,7134.69,10542.49,1970.13,13853.6,50000,Self-employed,48,approved,8244.56,0.8201758,0.227247749
61,Doctor,Low,Growth,42536.76,65761.04,14167.05,13910.23,13727.98,354.28,6056.58,8621.45,Self-employed,60,pending,256.82,0.131100708,0.09209842
77,Doctor,Low,Income generation,83219.91,50027.53,6882.91,4967.68,3902.7,1004.68,4357.06,50000,Retired,36,pending,1915.23,0.999429725,0.087091506
77,Teacher,Low,Speculation,71767.37,71487.14,23373.89,8108.93,17215.02,3051.35,12010.04,24543.96,Employed,24,approved,15264.96,0.343329117,0.168000454
82,Retiree,Medium,Income generation,69997.1,100000,38461.49,20267.98,20133.83,4467.74,11024.79,50000,Self-employed,60,pending,18193.51,0.499995,0.110246798
83,Student,Low,Growth,70937.19,100000,30419.19,24863.05,16406.63,4907.87,19579.33,10850.41,Employed,60,approved,5556.14,0.108503015,0.195791342
30,Retiree,Medium,Income generation,83790.43,76049.55,8928.83,21009.48,16862.12,4431.62,13007.31,50000,Employed,60,rejected,-12080.65,0.657457441,0.171035055
43,Doctor,Low,Wealth preservation,42268.98,80275.34,28700.68,13439.39,9501.08,2740.18,5117.57,42685.95,Retired,48,rejected,15261.29,0.53173762,0.063749419
70,Student,Medium,Wealth preservation,51967.53,17271.02,7606.88,3521.81,4136.58,93.12,2754.18,50000,Self-employed,36,approved,4085.07,2.894855379,0.159459056
37,Teacher,Low,Income generation,33977.64,24041.53,10796.72,2038.09,2450.79,331.09,3636.26,8974.81,Self-employed,48,approved,8758.63,0.373288918,0.151242818
58,Student,Medium,Speculation,105090.1,14962.74,4520.32,2146.34,2025.19,460.49,1204.17,50000,Employed,48,pending,2373.98,3.341410637,0.080472529
62,Doctor,Low,Growth,71624.07,89914.18,22924.82,22014.33,8847.88,1271.31,6747.24,47577.96,Retired,48,approved,910.49,0.529142688,0.075040054
22,Lawyer,Low,Wealth preservation,98238.5,76808.97,25765.64,7345.96,4750.62,1408.11,11462.64,46919.23,Retired,60,approved,18419.68,0.610848175,0.149233752
64,Student,Medium,Growth,58071.25,100000,26288.36,25237.66,16497.61,3095.47,13721.4,50000,Unemployed,36,pending,1050.7,0.499995,0.137212628
47,Doctor,High,Income generation,60547.82,22629.69,10744.38,4065.65,3118.43,914.14,7209.04,50000,Employed,12,approved,6678.73,2.209389108,0.318551489
54,Retiree,Medium,Income generation,59825.67,100000,24685.99,6719.21,19882.33,4533.26,18038.47,33093.29,Employed,48,approved,17966.78,0.330929591,0.180382896
57,Lawyer,High,Speculation,69256.28,74871.08,17949.3,5216.03,6887.11,2056.18,11020.04,50000,Retired,60,approved,12733.27,0.667805676,0.147184905
34,Retiree,Medium,Growth,95096.44,42932.28,16225.04,11968.74,5777.13,264.94,6984.24,50000,Retired,12,rejected,4256.3,1.16459772,0.1626766
66,Lawyer,Low,Wealth preservation,57616.61,42902.67,19730.85,3070,8442.34,642.81,2850.07,19679.85,Self-employed,12,approved,16660.85,0.458698522,0.066429515
56,Teacher,Low,Wealth preservation,18380.77,35836.44,4514.91,10388.58,5651.99,1498.5,3925.85,8168.86,Retired,24,pending,-5873.67,0.227942063,0.10954605
38,Doctor,High,Income generation,114172.33,15592.18,3634.41,3170.89,1751.01,515.2,1694.66,50000,Retired,36,approved,463.52,3.206530034,0.108679564
58,Doctor,Medium,Wealth preservation,91743.58,70090.85,13300.25,16898.11,8287.32,1688.64,11833.09,50000,Employed,48,approved,-3597.86,0.713349698,0.168822623
57,Engineer,Low,Speculation,86471.41,78142.65,30026.13,11212.95,14075.44,672.71,4374.3,50000,Self-employed,24,approved,18813.18,0.639847256,0.055977677
24,Student,Low,Income generation,39361.5,46235.75,11809.36,10122.87,4059.74,463.91,3326.25,5502.1,Self-employed,48,approved,1686.49,0.118998416,0.071939529
23,Lawyer,High,Speculation,72861.47,69276.97,7978.17,19353.84,12279.46,294.57,12758.39,50000,Retired,60,approved,-11375.67,0.721730155,0.184162296
42,Teacher,Medium,Speculation,27115.23,45822.66,22732.75,3680.86,10730.35,853.25,3816.12,8662.8,Self-employed,24,pending,19051.89,0.189046445,0.083278376
55,Retiree,Medium,Income generation,82777.39,32773.25,9602.76,4379.38,5114.38,121.45,1842.1,50000,Self-employed,60,rejected,5223.38,1.525587923,0.05620571
78,Teacher,Low,Income generation,89520.14,26707.53,8091.57,1482.52,2074.56,227.36,4560.82,50000,Unemployed,48,rejected,6609.05,1.872061098,0.170762674
62,Doctor,High,Growth,70883.01,1000,391.88,219.69,138.4,18.24,219.07,5000,Self-employed,48,approved,172.19,4.995004995,0.218851149
50,Teacher,Medium,Growth,50787.03,40918.07,7670.09,9060.7,2295.97,491.31,6504.01,50000,Unemployed,60,rejected,-1390.61,1.221924154,0.158948138
55,Artist,Low,Income generation,86237.14,100000,27111.57,20833.31,18246.68,473.84,12775.91,50000,Retired,60,pending,6278.26,0.499995,0.127757822
38,Doctor,Low,Income generation,44560.82,59574.29,8188.49,11987.51,11878.68,305.45,5783.7,50000,Employed,60,rejected,-3799.02,0.839274135,0.097082196
39,Doctor,Low,Growth,69657.39,100000,36253.6,18739.73,14521.16,2655.58,17511.9,32106.94,Unemployed,12,rejected,17513.87,0.321066189,0.175117249
81,Engineer,High,Speculation,116344.47,100000,10929.98,8324.96,13426.13,3354,5533.98,50000,Employed,36,pending,2605.02,0.499995,0.055339247
57,Teacher,Low,Speculation,113310.26,100000,37510.13,12489.5,8779.38,1344.01,7203.42,26468.43,Employed,48,pending,25020.63,0.264681653,0.07203348
49,Engineer,Medium,Income generation,42804.17,78456.73,16904.32,18724.05,5055.01,250.33,6284.92,50000,Unemployed,24,rejected,-1819.73,0.637285835,0.08010581
45,Lawyer,Medium,Speculation,31324.09,42027.76,9912.45,11043.78,5009.44,1441.58,3426.77,42083.28,Self-employed,48,rejected,-1131.33,1.001297207,0.081533931
58,Artist,Medium,Wealth preservation,59427.23,19890.94,4509.48,2403.69,4474.77,850.39,1370.61,50000,Self-employed,60,pending,2105.79,2.513580877,0.068902782
36,Lawyer,Low,Growth,25788.81,32503.13,15353.33,1698.78,3851.17,37.08,4399.86,11688.62,Retired,12,pending,13654.55,0.359604149,0.135363106
79,Teacher,High,Wealth preservation,46866.97,83563.75,41207.59,17248.25,20245.58,3737.44,6626.67,50000,Retired,48,approved,23959.34,0.598338414,0.079299824
69,Teacher,Low,Income generation,78393.84,100000,17395.01,20369.58,12909.2,1754.77,14963.64,10230.56,Self-employed,24,approved,-2974.57,0.102304577,0.149634904
